,filename,Zero Crossing Rate,RMS Amplitude,Spectral Centroid,Spectral Bandwidth,Spectral Roll-Off,Spectral Flatness,MFCC1,MFCC2,Chroma Features,Tempo (BPM)
25,m00289.wav,0.1665242985063805,0.10457902,2710.685063541092,2194.8585950265065,5083.10161687935,0.021944042,-74.115265,80.08523,0.60940784,107.666015625
26,m00292.wav,0.0721379845804331,0.037281636,1360.1636477191498,1572.5759013618058,2568.9211250181265,0.0023209855,-289.74127,143.90283,0.33366364,161.4990234375
27,m00293.wav,0.12828881779292342,0.23133783,2410.8778427695156,2227.6834093049974,4950.005437935035,0.009843236,-16.719742,94.1185,0.3701425,112.34714673913044
28,m00309.wav,0.13096813370069604,0.08412108,1807.9280818446177,1439.048631053381,3073.2943576892403,0.00035661468,-299.6929,103.639175,0.24764195,129.19921875
29,m00318.wav,0.1251472774071926,0.22039165,2566.9185833118963,2408.7330632356993,5444.63627012036,0.016403615,-12.502043,91.31737,0.5572126,135.99917763157896
30,m00321.wav,0.10349447747486465,0.19562604,2525.591958741718,2848.409561321618,5552.801896026682,0.030346572,-73.37298,97.49157,0.4897338,151.99908088235293
31,m00323.wav,0.11507495897545662,0.17407946,1702.2478984991083,1602.73921946037,2820.988903306935,0.006341872,-108.06734,127.27673,0.3351405,129.19921875
32,m00324.wav,0.053432620963843776,0.028405773,901.7378803065575,1171.833615145752,1456.4555652733468,0.00019028486,-366.2604,181.60039,0.24369301,129.19921875
33,m00331.wav,0.06844094402552205,0.047870062,1211.4313270307252,1367.4757154061178,2237.3880691705335,0.00067355746,-278.80756,160.00061,0.35379273,107.666015625
34,m00348.wav,0.1980427965487239,0.050436046,3237.024467978614,2572.8561991738597,6228.183401156468,0.037829496,-140.77429,55.93842,0.48221216,123.046875
35,m00355.wav,0.21382753589037123,0.23100165,4036.598130091535,3342.1673491763763,8331.018094728828,0.118904814,-34.210648,40.406387,0.633107,112.34714673913044
36,m00356.wav,0.16219169929427688,0.23981513,2716.9196684869157,2208.8088418098746,5123.145380927349,0.034340523,4.0256367,83.2709,0.5786925,151.99908088235293
37,m00357.wav,0.12496148129350348,0.2022344,2843.350642092025,3039.5268476827296,6481.061145047854,0.046260625,-71.62305,81.1083,0.55098623,117.45383522727273
38,m00359.wav,0.16667346408546016,0.15011945,2752.29322058845,2205.750624653126,5234.80827880293,0.01885523,-43.095963,75.37249,0.57341397,99.38401442307692
39,m00363.wav,0.10012635646268368,0.13344808,2519.345523615794,2684.3184920569984,5497.911379785382,0.034208566,-111.60004,85.56209,0.4520885,117.45383522727273
40,m00371.wav,0.15602568517981438,0.32138827,3663.3969667910555,3276.436432947402,7777.549825079756,0.075299755,-39.89364,35.581352,0.5502141,103.359375
41,m00372.wav,0.14982190762761022,0.18228553,2442.504289552598,2102.8815684604724,4728.594814928944,0.013149668,-15.625049,99.14236,0.50237924,99.38401442307692
42,m00391.wav,0.1440546754156999,0.13984975,2847.682766447227,2497.4780374468264,5929.641277552204,0.016553491,-73.529945,74.65846,0.55840117,161.4990234375
43,m00393.wav,0.14444628226508122,0.20741427,3301.0929851622573,3175.46412669437,7301.5711100638055,0.06820601,-40.904087,61.54,0.53034496,117.45383522727273
44,m00399.wav,0.13640418056361175,0.16773868,3142.6674701457778,3002.0590028895076,6826.525000906323,0.07803584,-91.86157,56.67706,0.49201554,123.046875
45,m00405.wav,0.1775614184551431,0.21067925,3758.780588956461,3293.5288823336773,7853.9235834179235,0.09765326,-44.29027,51.353466,0.558956,103.359375
46,m00414.wav,0.07262022368039443,0.019727545,1396.7128039097008,1525.5363770795932,2652.764057062065,0.0007040414,-358.75812,129.07834,0.35147345,112.34714673913044
47,m00434.wav,0.09219376873066512,0.041609988,1559.3040287546885,1579.0709120406254,2923.1947755039155,0.0011400789,-297.12802,130.24132,0.35349995,135.99917763157896
48,m00463.wav,0.0717101248308198,0.017921153,1181.8840729236783,1412.4917005979726,2033.66365012326,0.0006164,-402.20825,153.97675,0.289525,129.19921875
49,m00468.wav,0.08184394334880124,0.029991465,1137.8827992580098,1480.5104234083094,1821.3126268851508,0.0005299962,-349.94827,161.8574,0.31241438,129.19921875
50,m00487.wav,0.1370099061049884,0.13989581,2835.1193750729913,2731.752386563178,5944.9793131888055,0.06138166,-68.98024,73.7614,0.49941713,99.38401442307692
51,m00495.wav,0.07312700901488786,0.04087724,1358.995444591676,1516.3581505261589,2668.2852831351506,0.0008043987,-286.7648,135.92358,0.32923648,107.666015625
52,m00515.wav,0.14650325671887085,0.22168663,3267.7669115148387,3014.2803759052745,6921.259437083092,0.088447906,-15.75989,59.259125,0.52876705,92.28515625
53,m00528.wav,0.12125651041666667,0.19541577,2884.916266089355,3009.4714107494265,6428.876851163718,0.037692703,-52.421513,74.03342,0.37733102,172.265625
54,m00537.wav,0.075862970079273,0.0516711,1397.3892887853704,1574.4155383484047,2616.092662412993,0.0016108075,-269.7108,136.43422,0.31545386,143.5546875
55,m00538.wav,0.08173216357308585,0.038886134,1278.5184064264047,1311.7939718270077,2233.232976997535,0.000553037,-319.2353,143.68849,0.30710167,151.99908088235293
56,m00549.wav,0.0709397507008894,0.043788467,1211.8707243905028,1338.3214784444228,2105.465974387326,0.0010832131,-306.85608,152.84921,0.29024795,129.19921875
57,m00555.wav,0.12120741794760248,0.19454771,2945.9657787254996,3051.313426775141,6654.684044645446,0.05918875,-45.62334,74.72907,0.4934116,99.38401442307692
58,m00560.wav,0.07925337151972157,0.02913211,1349.5622465323024,1523.3561882840715,2443.7437690327724,0.001001609,-321.24756,136.29433,0.30389452,117.45383522727273
59,m00570.wav,0.12755734000386698,0.21566187,3151.406048473924,3220.6233818211003,7294.5599124492455,0.05699832,-44.98689,69.775894,0.50228786,112.34714673913044
60,m00571.wav,0.06596252960653519,0.03139051,1180.532489579889,1332.250312879052,2154.8524506960557,0.00037823827,-362.73184,143.90761,0.30435517,117.45383522727273
61,m00576.wav,0.13715000845901004,0.20420928,3508.793497823872,3309.975742561449,7585.041656848173,0.06360163,-125.51832,51.23162,0.41434145,99.38401442307692
62,m00581.wav,0.17120583188321734,0.095366985,2760.046329528715,2242.641755826173,5259.580621918503,0.020054335,-86.23198,76.771484,0.56527084,117.45383522727273
63,m00582.wav,0.09577563080046404,0.1992373,1962.1017412302308,2325.1332860434068,3820.6530506815543,0.011288063,-76.910484,113.30772,0.38405764,129.19921875
64,m00589.wav,0.08737817514984532,0.042979293,1415.4129895795643,1449.0029509799197,2490.0326615973026,0.0012621956,-263.99594,142.1169,0.34225297,112.34714673913044
65,m00597.wav,0.07174562246229699,0.058806058,1340.8675518336236,1539.443167933237,2523.0652280307427,0.001891984,-238.74171,149.72977,0.34952185,117.45383522727273
66,m00610.wav,0.1481127344354215,0.13645852,2502.977403720681,2134.296301101095,4762.87640706569,0.012513626,-61.91035,93.01313,0.53840524,117.45383522727273
67,m00616.wav,0.11193838215390564,0.22074887,2949.6800642835224,2908.803732552112,6068.40803318953,0.045671757,-65.17127,65.454155,0.56373274,95.703125
68,m00624.wav,0.08621732707366589,0.029499287,1497.5036379557728,1570.6729372711243,2868.703947487674,0.0009961729,-315.01526,128.71162,0.36618552,103.359375
69,m00635.wav,0.10895658110982212,0.012809237,1633.5822990690463,1734.7786697667837,3161.83362637761,0.0012273984,-409.5085,116.79858,0.47755727,129.19921875
70,m00685.wav,0.14367213179137664,0.22344695,3001.399838354504,2971.8793278148164,6442.932553744925,0.0597721,-37.086514,68.898674,0.50909007,92.28515625
71,m00705.wav,0.07953924074342614,0.04545146,1371.3948851433397,1441.335577686012,2570.2867264537413,0.001095695,-278.16513,147.88019,0.36659682,135.99917763157896
72,m00708.wav,0.17964142860595514,0.24800573,3486.442168970654,3132.0290827216677,7442.561131453016,0.11731814,13.437182,58.23463,0.53271824,107.666015625
73,m00719.wav,0.12616349151682135,0.14306945,2789.3877173532187,2795.7392913796725,6113.039884987674,0.05015651,-53.10433,78.31421,0.41487408,112.34714673913044
74,m00730.wav,0.1528407168406806,0.09723436,2922.91881169065,2620.9441075603327,6037.132429578742,0.0291236,-80.19851,64.840294,0.5515169,151.99908088235293
75,m00733.wav,0.10530825538959783,0.25110945,3126.5703488042013,3162.804933052279,6931.9177897513055,0.038031522,-59.051575,61.004276,0.3026563,92.28515625
76,m00736.wav,0.1040197668938515,0.06871983,1803.8002003804831,1898.2240637726952,3366.6405343677493,0.009387199,-166.42174,122.12508,0.37732095,123.046875
77,m00755.wav,0.20587380063321734,0.16904928,3647.914741035446,2886.9189518418634,7113.759278476653,0.06888272,-88.39745,34.34531,0.43603867,129.19921875
78,m00756.wav,0.057944596505220415,0.02199149,1002.6849591058336,1152.7266762604704,1734.1472864704176,0.0004745339,-368.99612,171.87369,0.31923175,112.34714673913044
79,m00791.wav,0.18711179186001548,0.27967092,3934.6761087225946,3509.6560954903543,8525.399801515372,0.068302654,-19.463871,51.93026,0.37697676,83.35433467741936
80,m00806.wav,0.1212886093387471,0.2933532,2642.092457179371,2461.3487591040994,5567.132384262616,0.02129504,2.7837267,77.063034,0.49015218,143.5546875
81,m00812.wav,0.10695209783449343,0.19874765,2218.8259040519374,2226.27489394997,4780.271171693736,0.00622834,-45.855606,107.999084,0.53023165,135.99917763157896
82,m00817.wav,0.10640263981535189,0.30359313,3047.49275477347,3306.7960072696064,7385.888671875,0.037242774,-36.638824,73.07811,0.4984376,103.359375
83,m00824.wav,0.11151920799497293,0.23409334,2988.487255730714,3142.962821988948,6919.161073901537,0.04873359,-40.52333,73.49026,0.48748368,161.4990234375
84,m00828.wav,0.130993435203983,0.1875196,3141.5753946328723,3230.4645793807344,7236.996481202871,0.053766645,-59.553257,77.30153,0.42499897,95.703125
85,m00829.wav,0.10673155935808198,0.13958415,2290.140212581673,2436.188548574044,4748.687475076131,0.025019092,-113.553955,90.0178,0.46447402,112.34714673913044
86,m00833.wav,0.14566604130413766,0.16735059,2939.0735056773756,2629.1685773023933,5748.815663065545,0.06092383,-87.756744,64.35611,0.46178955,99.38401442307692
87,m00838.wav,0.08109509437838361,0.06257815,1314.3992921506833,1371.4197451399148,2398.803824227813,0.00056683144,-228.95596,153.91904,0.33097643,151.99908088235293
88,m00843.wav,0.1415838136842614,0.1960698,3207.6174705599383,3125.923874185513,7020.323829031323,0.07255928,-45.799076,65.26662,0.5714445,103.359375
89,m00852.wav,0.19684040869102862,0.23246978,3108.5217638962927,2361.47869850178,5699.254323158352,0.035109516,10.451379,63.716393,0.49955672,112.34714673913044
90,m00873.wav,0.07354051865815932,0.03889977,1369.592399589982,1465.827310848741,2655.1038985462587,0.0004329,-309.26334,138.65692,0.29581654,123.046875
91,m00921.wav,0.09672226140528549,0.1897104,1681.2723870866025,1708.7129582700145,3078.3259073893228,0.0053396984,-81.11545,129.04564,0.29547095,112.34714673913044
92,m00927.wav,0.15991871797660479,0.14906156,2740.919149183463,2301.9114259897506,5408.697637217228,0.016802894,-42.05907,86.99415,0.55337006,151.99908088235293
93,m00928.wav,0.08708475323859242,0.055756837,2200.3688931673737,2579.579748614417,4626.45781975058,0.011644172,-240.68845,97.13303,0.27803117,123.046875
94,m00941.wav,0.08107885610015468,0.03735472,1358.6023757855069,1417.3935040390415,2417.539209777407,0.000886916,-311.5614,148.68465,0.3459517,117.45383522727273
95,m00947.wav,0.16564063406322505,0.22049896,3400.226425903773,3070.516996215444,7052.723555775087,0.08530017,-47.762142,55.56731,0.60322356,99.38401442307692
96,m00949.wav,0.09386497754204894,0.13413325,1326.2905913074405,1326.691500927475,2171.396349985665,0.0008983208,-160.66153,164.26509,0.3189726,99.38401442307692
97,m00950.wav,0.17195732429427688,0.23481187,3510.5451859317413,3148.4515676126957,7255.865096160818,0.094928406,-42.878845,54.87919,0.59773386,99.38401442307692
98,m00961.wav,0.17930646691318639,0.24282901,3010.922425380589,2386.8119095161283,5633.4556491081785,0.032204755,11.953702,69.42064,0.52810377,107.666015625
99,m00967.wav,0.0697996725154679,0.038423505,1218.151449532055,1353.457472955178,2294.676714762181,0.0005212407,-300.90747,161.12791,0.3352906,143.5546875
100,m00971.wav,0.09158955372679814,0.0388853,1525.7917091252423,1588.217850052706,2733.1846586789443,0.0062077604,-246.15865,149.42867,0.41498637,107.666015625
101,m00973.wav,0.16179669373549885,0.25978214,3669.8104669349937,3295.063698895931,7876.372738725348,0.088762715,-8.573005,54.295788,0.4757788,129.19921875
102,m00988.wav,0.16747971348124516,0.24072388,3941.4176965620686,3361.6411246819926,8260.423161977958,0.08935369,-56.15306,36.4485,0.4809846,103.359375
103,m00991.wav,0.04421683161736272,0.017138014,983.9717194029577,1404.4080404846788,1853.1294749673723,0.00030215693,-406.84668,163.08134,0.23540474,117.45383522727273
104,m00995.wav,0.07162893343967518,0.06666443,1253.0323991502294,1371.258169568422,2292.7698688551336,0.0005660619,-223.18733,163.25397,0.34418452,151.99908088235293
